Mass Constraint (g),Cost Constraint ($),Time Constraint (min),Manufacturing Method,Mass (g),Compliance (Nm),Maximum Displacement (mm),Nominal Time (min),Nominal Cost ($),Supplier,Lead Time (min),Cost ($),Material
75000,25000,14880,EDM y,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,Al6061
