Mass Constraint (g),Cost Constraint ($),Time Constraint (min),Manufacturing Method,Mass (g),Compliance (Nm),Maximum Displacement (mm),Nominal Time (min),Nominal Cost ($),Supplier,Lead Time (min),Cost ($),Material
200.0,50000,44640,EDM z,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,ABSPlastic
