Manufacturing Method,Material,mass low,mass high,comp low,comp high,time low,time high,cost low,cost high
Subtractive x+,Al6061,11.059199999999999,1105.9089408000004,4.3104222413603566e-08,0.00030623836209997535,115.00064086914062,178.290771484375,273.3196716308594,463.1900634765625
