Mass Constraint (g),Cost Constraint ($),Time Constraint (min),Manufacturing Method,Mass (g),Compliance (Nm),Maximum Displacement (mm),Nominal Time (min),Nominal Cost ($),Supplier,Lead Time (min),Cost ($),Material
40000,75000,89280,Additive y+,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,Ti6Al4V
