Mass Constraint (g),Cost Constraint ($),Time Constraint (min),Manufacturing Method,Mass (g),Compliance (Nm),Maximum Displacement (mm),Nominal Time (min),Nominal Cost ($),Material,Supplier,Lead Time (min),Cost ($)
500000,175000,89280,Additive y+,73600.66986083984,0.6953232884407043,0.040870375017514574,76826.54,167813.03,Al6061,Supplier-B,89786.53,167813.95
500000,175000,89280,Additive y+,73600.66986083984,0.6953232884407043,0.040870375017514574,76826.54,167813.03,Al6061,Supplier-C,95516.53,251719.94
