Manufacturing Method,Material,mass low,mass high,comp low,comp high,time low,time high,cost low,cost high
Additive y+,Ti6Al4V,18.145279999999996,1814.5098547200007,1.8760937692263724e-08,0.00018241886573377997,88.68963623046875,1938.945068359375,145.39712524414062,4639.66748046875
