Manufacturing Method,Material,Probe,Mass (g),Compliance (Nm),Nominal Time (min),Nominal Cost ($),Supplier,Lead Time (min),Cost ($)
Additive ['y+'],ABSPlastic,1.0,424000.00000000006,2.2036890983581543,436789.96875,874413.375,Supplier-B,436789.97,874413.44
Additive ['y+'],ABSPlastic,1.0,424000.00000000006,2.2036890983581543,436789.96875,874413.375,Supplier-C,436789.97,1311620.1
Additive ['y+'],ABSPlastic,0.9,381599.9353027345,2.7206039428710938,393118.0,786982.125,Supplier-B,393117.93,786982.2
Additive ['y+'],ABSPlastic,0.9,381599.9353027345,2.7206039428710938,393118.0,786982.125,Supplier-C,393117.93,1180473.1
Additive ['y+'],ABSPlastic,0.8,339200.03234863287,3.4432637691497803,349446.0,699550.75,Supplier-B,349446.03,699551.75
Additive ['y+'],ABSPlastic,0.8,339200.03234863287,3.4432637691497803,349446.0,699550.75,Supplier-C,349446.03,1049327.1
Additive ['y+'],ABSPlastic,0.7,296799.96765136725,4.497323989868164,305773.96875,612119.375,Supplier-B,305773.93,612119.44
Additive ['y+'],ABSPlastic,0.7,296799.96765136725,4.497323989868164,305773.96875,612119.375,Supplier-C,305773.93,918179.1
Additive ['y+'],ABSPlastic,0.6,254400.01617431644,6.121356964111328,262102.0,524688.0625,Supplier-B,262102.0,524688.06
Additive ['y+'],ABSPlastic,0.6,254400.01617431644,6.121356964111328,262102.0,524688.0625,Supplier-C,262102.0,787032.2
Additive ['y+'],ABSPlastic,0.5,212000.00000000003,8.8147554397583,218429.984375,437256.6875,Supplier-B,218429.98,437256.72
Additive ['y+'],ABSPlastic,0.5,212000.00000000003,8.8147554397583,218429.984375,437256.6875,Supplier-C,218429.98,655885.06
Additive ['y+'],ABSPlastic,0.4,169600.01617431644,13.773056030273438,174758.0,349825.375,Supplier-B,174758.02,349826.38
Additive ['y+'],ABSPlastic,0.4,169600.01617431644,13.773056030273438,174758.0,349825.375,Supplier-C,174758.02,524739.06
Additive ['y+'],ABSPlastic,0.3,127200.00808715822,24.485429763793945,131086.0,262394.03125,Supplier-B,131086.0,262394.03
Additive ['y+'],ABSPlastic,0.3,127200.00808715822,24.485429763793945,131086.0,262394.03125,Supplier-C,131086.0,393591.1
Additive ['y+'],ABSPlastic,0.2,84800.00808715822,55.09222412109375,87414.0,174962.6875,Supplier-B,87414.02,174963.69
Additive ['y+'],ABSPlastic,0.2,84800.00808715822,55.09222412109375,87414.0,174962.6875,Supplier-C,87414.02,262445.03
Additive ['y+'],ABSPlastic,0.1,42400.00404357911,220.368896484375,43742.0,87531.34375,Supplier-B,43742.02,87532.34
Additive ['y+'],ABSPlastic,0.1,42400.00404357911,220.368896484375,43742.0,87531.34375,Supplier-C,43742.02,131298.02
Additive ['y+'],ABSPlastic,0.05,21200.002021789554,881.4755859375,21906.0,43815.671875,Supplier-B,21906.02,43816.67
Additive ['y+'],ABSPlastic,0.05,21200.002021789554,881.4755859375,21906.0,43815.671875,Supplier-C,21906.02,65724.51
Additive ['y+'],ABSPlastic,0.01,4240.000000000001,22036.892578125,4437.2001953125,8843.134765625,Supplier-B,4437.2,8843.73
Additive ['y+'],ABSPlastic,0.01,4240.000000000001,22036.892578125,4437.2001953125,8843.134765625,Supplier-C,4437.2,13265.1
Additive ['y+'],ABSPlastic,0.005,2120.0000000000005,88147.5625,2253.60009765625,4471.5673828125,Supplier-B,2253.6,4472.37
Additive ['y+'],ABSPlastic,0.005,2120.0000000000005,88147.5625,2253.60009765625,4471.5673828125,Supplier-C,2253.6,6707.55
