wmass,wcomp,wcost,wtime,mass constraint,mass,compliance,nominal time,nominal cost,Manufacturing Method,Material
0.0,0.1,0.9,0.0,0.5,0.35732183,1.1243069e-06,99.99272183597947,270.8392393439179,EDM z,ABSplastic
