Mass Constraint (g),Cost Constraint ($),Time Constraint (min),Manufacturing Method,Mass (g),Compliance (Nm),Maximum Displacement (mm),Nominal Time (min),Nominal Cost ($),Material,Supplier,Lead Time (min),Cost ($)
40000,75000,44640,Additive y+,37769.447326660156,3.7373127937316895,0.9752506207245529,38249.24,92837.375,Ti6Al4V,Supplier-B,38249.25,76459
