wmass,wcomp,wcost,wtime,mass constraint,mass,compliance,nominal time,nominal cost,Manufacturing Method,Material
0.0,0.1,0.9,0.0,0.2,0.24561132,1.1490629e-06,114.76043715911325,332.35950863645303,EDM z,Al6061
