Mass Constraint (g),Cost Constraint ($),Time Constraint (min),Manufacturing Method,Mass (g),Compliance (Nm),Maximum Displacement (mm),Nominal Time (min),Nominal Cost ($),Material,Supplier,Lead Time (min),Cost ($)
500000,175000,44640,EDM y,501706.2683105469,7.638278484344482,200.58110356330872,9278.571595003355,214184.28638001348,Ti6Al4V,Supplier-A,11134.3,48080
