Manufacturing Method,Material,mass low,mass high,comp low,comp high,time low,time high,cost low,cost high
Subtractive x+,Ti6Al4V,18.145279999999996,1814.5098547200007,2.352780725800585e-08,0.00018241794896312058,115.00627136230469,735.9862060546875,451.47161865234375,2314.411376953125
