Mass Constraint (g),Cost Constraint ($),Time Constraint (min),Manufacturing Method,Mass (g),Compliance (Nm),Maximum Displacement (mm),Nominal Time (min),Nominal Cost ($),Material,Supplier,Lead Time (min),Cost ($)
500000,175000,89280,Subtractive x+,500946.0144042969,0.10004942119121552,0.004224668338450864,33588.46,103930.38,Al6061,Supplier-A,30203.38,113894.0
500000,175000,89280,Subtractive x+,500946.0144042969,0.10004942119121552,0.004224668338450864,33588.46,103930.38,Al6061,Supplier-C,30203.38,170841.0
