Manufacturing Method,Material,mass low,mass high,comp low,comp high,time low,time high,cost low,cost high
Additive y+,Ti6Al4V,88600.00844955447,1772000.0000000005,0.0978441908955574,39.12339401245117,91328.0,1825230.0,221765.6875,4433413.5
