Manufacturing Method,Material,mass low,mass high,comp low,comp high,time low,time high,cost low,cost high
EDM z,Ti6Al4V,18.145279999999996,1814.5098547200007,2.5710221507324604e-08,0.0001824191422201693,55.00238080513063,290.6997079328706,271.46232322052253,1214.2516317314823
