Manufacturing Method,Material,mass low,mass high,comp low,comp high,time low,time high,cost low,cost high
Additive y+,Al6061,11.059199999999999,1105.9089408000004,2.9731978656855063e-08,0.0003062385367229581,81.39097595214844,1209.086181640625,124.8892822265625,2588.9033203125
