Mass Constraint (g),Cost Constraint ($),Time Constraint (min),Manufacturing Method,Mass (g),Compliance (Nm),Maximum Displacement (mm),Nominal Time (min),Nominal Cost ($),Material,Supplier,Lead Time (min),Cost ($)
500000,175000,89280,EDM y,423995.849609375,2.203716993331909,0.086488734581365,3556.8740072017044,14945.496028806818,ABSplastic,Supplier-A,3556.88,14098
