Manufacturing Method,Material,mass low,mass high,comp low,comp high,time low,time high,cost low,cost high
Additive y+,ABSplastic,4.341759999999999,434.17165824000017,9.744144335854799e-07,0.00918548833578825,74.47201538085938,517.19677734375,108.95296478271484,995.2879028320312
