Mass Constraint (g),Cost Constraint ($),Time Constraint (min),Manufacturing Method,Mass (g),Compliance (Nm),Maximum Displacement (mm),Nominal Time (min),Nominal Cost ($),Material,Supplier,Lead Time (min),Cost ($)
40000,75000,44640,Additive y+,36685.56594848633,106.6634292602539,109993984000000.0,36909.98,80595.36,Al6061,Supplier-A,36909.98,73780
40000,75000,44640,Additive y+,36685.56594848633,106.6634292602539,109993984000000.0,36909.98,80595.36,Al6061,Supplier-B,36909.98,73780
