Manufacturing Method,Material,mass low,mass high,comp low,comp high,time low,time high,cost low,cost high
Subtractive x+,ABSplastic,4.341759999999999,434.17165824000017,1.0349823469368857e-06,0.009185485541820526,115.00067138671875,181.44338989257812,270.870361328125,470.1985168457031
