Manufacturing Method,Material,mass low,mass high,comp low,comp high,time low,time high,cost low,cost high
Subtractive x+,ABSplastic,4.341759999999999,434.17165824000017,8.506963808940782e-07,0.00918554700911045,115.00067138671875,181.44338989257812,270.870361328125,470.1985168457031
