Manufacturing Method,Material,Probe,Mass (g),Compliance (Nm),Nominal Time (min),Nominal Cost ($),Supplier,Lead Time (min),Cost ($)
Additive ['y+'],Al6061,1.0,1105.92,0.03063856065273285,1209.0975341796875,2588.92822265625,Supplier-B,120909.75,258973.31
Additive ['y+'],Al6061,1.0,1105.92,0.03063856065273285,1209.0975341796875,2588.92822265625,Supplier-C,120909.75,388409.97
Additive ['y+'],Al6061,0.9,995.3279156250001,0.037825386971235275,1095.187744140625,2340.03515625,Supplier-B,109518.77,234065.95
Additive ['y+'],Al6061,0.9,995.3279156250001,0.037825386971235275,1095.187744140625,2340.03515625,Supplier-C,109518.77,351048.9
Additive ['y+'],Al6061,0.8,884.73616875,0.04787275195121765,981.278076171875,2091.142578125,Supplier-B,98127.82,209158.64
Additive ['y+'],Al6061,0.8,884.73616875,0.04787275195121765,981.278076171875,2091.142578125,Supplier-C,98127.82,313687.97
Additive ['y+'],Al6061,0.7,774.14383125,0.06252767145633698,867.3681640625,1842.24951171875,Supplier-B,86736.8,184251.31
Additive ['y+'],Al6061,0.7,774.14383125,0.06252767145633698,867.3681640625,1842.24951171875,Supplier-C,86736.8,276426.94
Additive ['y+'],Al6061,0.6,663.5519156249999,0.08510710299015045,753.4585571289062,1593.35693359375,Supplier-B,75345.85,159343.98
Additive ['y+'],Al6061,0.6,663.5519156249999,0.08510710299015045,753.4585571289062,1593.35693359375,Supplier-C,75345.85,239065.95
Additive ['y+'],Al6061,0.5,552.96,0.122554250061512,639.5487670898438,1344.464111328125,Supplier-B,63954.88,134536.66
Additive ['y+'],Al6061,0.5,552.96,0.122554250061512,639.5487670898438,1344.464111328125,Supplier-C,63954.88,201704.98
Additive ['y+'],Al6061,0.4,442.368084375,0.1914910078048706,525.6390380859375,1095.5712890625,Supplier-B,52563.92,109629.32
Additive ['y+'],Al6061,0.4,442.368084375,0.1914910078048706,525.6390380859375,1095.5712890625,Supplier-C,52563.92,164343.98
Additive ['y+'],Al6061,0.3,331.77595781249994,0.3404284417629242,411.7292785644531,846.678466796875,Supplier-B,41172.93,84721.99
Additive ['y+'],Al6061,0.3,331.77595781249994,0.3404284417629242,411.7292785644531,846.678466796875,Supplier-C,41172.93,127082.98
Additive ['y+'],Al6061,0.2,221.1840421875,0.7659640312194824,297.81951904296875,597.78564453125,Supplier-B,29781.97,59814.66
Additive ['y+'],Al6061,0.2,221.1840421875,0.7659640312194824,297.81951904296875,597.78564453125,Supplier-C,29781.97,89721.99
Additive ['y+'],Al6061,0.1,110.59202109375,3.0638561248779297,183.90975952148438,348.892822265625,Supplier-B,18390.98,34907.33
Additive ['y+'],Al6061,0.1,110.59202109375,3.0638561248779297,183.90975952148438,348.892822265625,Supplier-C,18390.98,52361.0
Additive ['y+'],Al6061,0.05,55.296010546875,12.255426406860352,126.95487976074219,224.4464111328125,Supplier-B,12695.5,22453.66
Additive ['y+'],Al6061,0.05,55.296010546875,12.255426406860352,126.95487976074219,224.4464111328125,Supplier-C,12695.5,33680.5
Additive ['y+'],Al6061,0.01,11.059198681640627,306.3856506347656,81.39097595214844,124.8892822265625,Supplier-B,8139.1,12510.73
Additive ['y+'],Al6061,0.01,11.059198681640627,306.3856506347656,81.39097595214844,124.8892822265625,Supplier-C,8139.1,18816.1
Additive ['y+'],Al6061,0.005,5.5295993408203135,1225.5426025390625,75.69548797607422,112.44464111328125,Supplier-B,7569.55,11305.37
Additive ['y+'],Al6061,0.005,5.5295993408203135,1225.5426025390625,75.69548797607422,112.44464111328125,Supplier-C,7569.55,16958.05
