Manufacturing Method,Material,Probe,Mass (g),Compliance (Nm),Nominal Time (min),Nominal Cost ($),Supplier,Lead Time (min),Cost ($)
EDM ['z'],Ti6Al4V,1.0,79740.00000000001,0.00020438079081941396,55.0,8064.000000000001,Supplier-A,55.0,8064.0
EDM ['z'],Ti6Al4V,1.0,79740.00000000001,0.00020438079081941396,55.0,8064.000000000001,Supplier-C,55.0,12096.0
EDM ['z'],Ti6Al4V,0.9,71765.99134765627,0.0002523219445720315,473.50090186944345,9738.003607477774,Supplier-A,473.52,9739.0
EDM ['z'],Ti6Al4V,0.9,71765.99134765627,0.0002523219445720315,473.50090186944345,9738.003607477774,Supplier-C,473.52,14608.0
EDM ['z'],Ti6Al4V,0.8,63792.008652343764,0.0003193449229001999,892.0018037388869,11412.007214955549,Supplier-A,892.02,11413.0
EDM ['z'],Ti6Al4V,0.8,63792.008652343764,0.0003193449229001999,892.0018037388869,11412.007214955549,Supplier-C,892.02,17119.0
EDM ['z'],Ti6Al4V,0.7,55817.99134765626,0.00041710358345881104,1310.5027056083309,13086.010822433323,Supplier-A,1310.52,13087.0
EDM ['z'],Ti6Al4V,0.7,55817.99134765626,0.00041710358345881104,1310.5027056083309,13086.010822433323,Supplier-C,1310.52,19630.0
EDM ['z'],Ti6Al4V,0.6,47844.00000000001,0.0005677242879755795,1729.0036074777743,14760.014429911098,Supplier-A,1729.02,14761.0
EDM ['z'],Ti6Al4V,0.6,47844.00000000001,0.0005677242879755795,1729.0036074777743,14760.014429911098,Supplier-C,1729.02,22141.0
EDM ['z'],Ti6Al4V,0.5,39870.00000000001,0.0008175229304470122,2147.5045093472177,16434.018037388872,Supplier-A,2147.52,16435.0
EDM ['z'],Ti6Al4V,0.5,39870.00000000001,0.0008175229304470122,2147.5045093472177,16434.018037388872,Supplier-C,2147.52,24652.0
EDM ['z'],Ti6Al4V,0.4,31896.004326171882,0.0012773796916007996,2566.0054112166613,18108.021644866647,Supplier-A,2566.02,18109.0
EDM ['z'],Ti6Al4V,0.4,31896.004326171882,0.0012773796916007996,2566.0054112166613,18108.021644866647,Supplier-C,2566.02,27163.0
EDM ['z'],Ti6Al4V,0.3,23922.000000000004,0.002270897151902318,2984.5063130861045,19782.025252344418,Supplier-A,2984.52,19783.0
EDM ['z'],Ti6Al4V,0.3,23922.000000000004,0.002270897151902318,2984.5063130861045,19782.025252344418,Supplier-C,2984.52,29674.0
EDM ['z'],Ti6Al4V,0.2,15948.002163085941,0.005109518766403198,3403.0072149555485,21456.028859822196,Supplier-A,3403.02,21457.0
EDM ['z'],Ti6Al4V,0.2,15948.002163085941,0.005109518766403198,3403.0072149555485,21456.028859822196,Supplier-C,3403.02,32185.0
EDM ['z'],Ti6Al4V,0.1,7974.0010815429705,0.020438076928257942,3821.5081168249917,23130.032467299967,Supplier-A,3821.52,23131.0
EDM ['z'],Ti6Al4V,0.1,7974.0010815429705,0.020438076928257942,3821.5081168249917,23130.032467299967,Supplier-C,3821.52,34696.0
EDM ['z'],Ti6Al4V,0.05,3987.0005407714852,0.08175230771303177,4030.758567759713,23967.034271038854,Supplier-A,4030.77,23968.0
EDM ['z'],Ti6Al4V,0.05,3987.0005407714852,0.08175230771303177,4030.758567759713,23967.034271038854,Supplier-C,4030.77,35951.0
EDM ['z'],Ti6Al4V,0.01,797.4000000000002,2.0438079833984375,4198.158928507491,24636.635714029962,Supplier-A,4198.17,24637.0
EDM ['z'],Ti6Al4V,0.01,797.4000000000002,2.0438079833984375,4198.158928507491,24636.635714029962,Supplier-C,4198.17,36955.0
EDM ['z'],Ti6Al4V,0.005,398.7000000000001,8.17523193359375,4219.083973600963,24720.335894403852,Supplier-A,4219.1,24721.0
EDM ['z'],Ti6Al4V,0.005,398.7000000000001,8.17523193359375,4219.083973600963,24720.335894403852,Supplier-C,4219.1,37081.0
