wmass,wcomp,wcost,wtime,mass constraint,mass,compliance,nominal time,nominal cost,Manufacturing Method,Material
0.0,0.1,0.9,0.0,0.5,0.55528086,2.0163323e-07,118.72679079053074,348.224923162123,EDM z,Al6061
