Mass Constraint (g),Cost Constraint ($),Time Constraint (min),Manufacturing Method,Mass (g),Compliance (Nm),Maximum Displacement (mm),Nominal Time (min),Nominal Cost ($),Material,Supplier,Lead Time (min),Cost ($)
500000,175000,44640,EDM y,423995.9411621094,86.08242797851562,0.5405796691775322,3556.8740072017044,14945.496028806818,ABSplastic,Supplier-A,2845.5,11278
