Mass Constraint (g),Cost Constraint ($),Time Constraint (min),Manufacturing Method,Mass (g),Compliance (Nm),Maximum Displacement (mm),Nominal Time (min),Nominal Cost ($),Material,Supplier,Lead Time (min),Cost ($)
500000,175000,89280,EDM y,498868.71337890625,10.351487159729004,19615846400000.0,12558.250855455495,227303.00342182204,Ti6Al4V,Supplier-A,15069.92,65134
