Manufacturing Method,Material,mass low,mass high,comp low,comp high,time low,time high,cost low,cost high
Subtractive x+,Al6061,11.059199999999999,1105.9089408000004,3.5387355268312604e-08,0.0003062379837501794,115.00064086914062,178.290771484375,273.3196716308594,463.1900634765625
