Manufacturing Method,Material,mass low,mass high,comp low,comp high,time low,time high,cost low,cost high
Subtractive x+,ABSplastic,21.708804140625002,434.17600000000004,9.186795182358765e-07,0.00036726301186718047,115.0,178.75880432128906,270.86834716796875,462.144775390625
