Manufacturing Method,Material,mass low,mass high,comp low,comp high,time low,time high,cost low,cost high
Subtractive x+,ABSplastic,4.341759999999999,434.17165824000017,8.589724416196987e-07,0.009185520932078362,115.00067138671875,181.44338989257812,270.870361328125,470.1985168457031
