Manufacturing Method,Material,Probe,Mass (g),Compliance (Nm),Nominal Time (min),Nominal Cost ($),Supplier,Lead Time (min),Cost ($)
"Subtractive ['x+', 'x-', 'y+', 'y-', 'z+', 'z-']",Ti6Al4V,1.0,79740.00000000001,0.00020438079081941396,115.0,8244.0,Supplier-A,106.0,8268.0
"Subtractive ['x+', 'x-', 'y+', 'y-', 'z+', 'z-']",Ti6Al4V,1.0,79740.00000000001,0.00020438079081941396,115.0,8244.0,Supplier-C,106.0,12405.0
"Subtractive ['x+', 'x-', 'y+', 'y-', 'z+', 'z-']",Ti6Al4V,0.9,71765.99134765627,0.0002523219445720315,2871.508544921875,16513.525390625,Supplier-A,2586.9,17370.0
"Subtractive ['x+', 'x-', 'y+', 'y-', 'z+', 'z-']",Ti6Al4V,0.9,71765.99134765627,0.0002523219445720315,2871.508544921875,16513.525390625,Supplier-C,2586.9,26055.0
"Subtractive ['x+', 'x-', 'y+', 'y-', 'z+', 'z-']",Ti6Al4V,0.8,63792.008652343764,0.0003193449229001999,5628.01708984375,24783.05078125,Supplier-A,5067.8,26466.0
"Subtractive ['x+', 'x-', 'y+', 'y-', 'z+', 'z-']",Ti6Al4V,0.8,63792.008652343764,0.0003193449229001999,5628.01708984375,24783.05078125,Supplier-C,5067.8,39699.0
"Subtractive ['x+', 'x-', 'y+', 'y-', 'z+', 'z-']",Ti6Al4V,0.7,55817.99134765626,0.00041710358345881104,8384.52734375,33052.58203125,Supplier-A,7548.6,35562.0
"Subtractive ['x+', 'x-', 'y+', 'y-', 'z+', 'z-']",Ti6Al4V,0.7,55817.99134765626,0.00041710358345881104,8384.52734375,33052.58203125,Supplier-C,7548.6,53343.0
"Subtractive ['x+', 'x-', 'y+', 'y-', 'z+', 'z-']",Ti6Al4V,0.6,47844.00000000001,0.0005677242879755795,11141.0341796875,41322.1015625,Supplier-A,10029.5,44658.0
"Subtractive ['x+', 'x-', 'y+', 'y-', 'z+', 'z-']",Ti6Al4V,0.6,47844.00000000001,0.0005677242879755795,11141.0341796875,41322.1015625,Supplier-C,10029.5,66987.0
"Subtractive ['x+', 'x-', 'y+', 'y-', 'z+', 'z-']",Ti6Al4V,0.5,39870.00000000001,0.0008175229304470122,13897.5419921875,49591.625,Supplier-A,12510.3,53754.0
"Subtractive ['x+', 'x-', 'y+', 'y-', 'z+', 'z-']",Ti6Al4V,0.5,39870.00000000001,0.0008175229304470122,13897.5419921875,49591.625,Supplier-C,12510.3,80631.0
"Subtractive ['x+', 'x-', 'y+', 'y-', 'z+', 'z-']",Ti6Al4V,0.4,31896.004326171882,0.0012773796916007996,16654.05078125,57861.15234375,Supplier-A,14991.2,62850.0
"Subtractive ['x+', 'x-', 'y+', 'y-', 'z+', 'z-']",Ti6Al4V,0.4,31896.004326171882,0.0012773796916007996,16654.05078125,57861.15234375,Supplier-C,14991.2,94275.0
"Subtractive ['x+', 'x-', 'y+', 'y-', 'z+', 'z-']",Ti6Al4V,0.3,23922.000000000004,0.002270897151902318,19410.560546875,66130.6796875,Supplier-A,17472.1,71946.0
"Subtractive ['x+', 'x-', 'y+', 'y-', 'z+', 'z-']",Ti6Al4V,0.3,23922.000000000004,0.002270897151902318,19410.560546875,66130.6796875,Supplier-C,17472.1,107919.0
"Subtractive ['x+', 'x-', 'y+', 'y-', 'z+', 'z-']",Ti6Al4V,0.2,15948.002163085941,0.005109518766403198,22167.068359375,74400.203125,Supplier-A,19952.9,81042.0
"Subtractive ['x+', 'x-', 'y+', 'y-', 'z+', 'z-']",Ti6Al4V,0.2,15948.002163085941,0.005109518766403198,22167.068359375,74400.203125,Supplier-C,19952.9,121563.0
"Subtractive ['x+', 'x-', 'y+', 'y-', 'z+', 'z-']",Ti6Al4V,0.1,7974.0010815429705,0.020438076928257942,24923.578125,82669.734375,Supplier-A,22433.8,90138.0
"Subtractive ['x+', 'x-', 'y+', 'y-', 'z+', 'z-']",Ti6Al4V,0.1,7974.0010815429705,0.020438076928257942,24923.578125,82669.734375,Supplier-C,22433.8,135213.0
"Subtractive ['x+', 'x-', 'y+', 'y-', 'z+', 'z-']",Ti6Al4V,0.05,3987.0005407714852,0.08175230771303177,26301.83203125,86804.5,Supplier-A,23674.2,94686.0
"Subtractive ['x+', 'x-', 'y+', 'y-', 'z+', 'z-']",Ti6Al4V,0.05,3987.0005407714852,0.08175230771303177,26301.83203125,86804.5,Supplier-C,23674.2,142035.0
"Subtractive ['x+', 'x-', 'y+', 'y-', 'z+', 'z-']",Ti6Al4V,0.01,797.4000000000002,2.0438079833984375,27404.435546875,90112.3046875,Supplier-A,24666.5,98328.0
"Subtractive ['x+', 'x-', 'y+', 'y-', 'z+', 'z-']",Ti6Al4V,0.01,797.4000000000002,2.0438079833984375,27404.435546875,90112.3046875,Supplier-C,24666.5,147489.0
"Subtractive ['x+', 'x-', 'y+', 'y-', 'z+', 'z-']",Ti6Al4V,0.005,398.7000000000001,8.17523193359375,27542.259765625,90525.78125,Supplier-A,24790.6,98778.0
"Subtractive ['x+', 'x-', 'y+', 'y-', 'z+', 'z-']",Ti6Al4V,0.005,398.7000000000001,8.17523193359375,27542.259765625,90525.78125,Supplier-C,24790.6,148173.0
