Mass Constraint (g),Cost Constraint ($),Time Constraint (min),Manufacturing Method,Mass (g),Compliance (Nm),Maximum Displacement (mm),Nominal Time (min),Nominal Cost ($),Material,Supplier,Lead Time (min),Cost ($)
40000,75000,89280,Additive y+,35175.71258544922,1.6166346073150635,0.11485182880691375,35379.793,77251.9,Al6061,Supplier-B,48339.8,77252.31
40000,75000,89280,Additive y+,35175.71258544922,1.6166346073150635,0.11485182880691375,35379.793,77251.9,Al6061,Supplier-C,54069.8,115878.47
