Mass Constraint (g),Cost Constraint ($),Time Constraint (min),Manufacturing Method,Mass (g),Compliance (Nm),Maximum Displacement (mm),Nominal Time (min),Nominal Cost ($),Supplier,Lead Time (min),Cost ($),Material
20000,50000,44640,Subtractive x+,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,Al6061
