Manufacturing Method,Material,mass low,mass high,comp low,comp high,time low,time high,cost low,cost high
Additive y+,Ti6Al4V,90.7264173046875,1814.5280000000002,1.8257058087556288e-08,7.303485290321987e-06,163.4481964111328,1938.963623046875,326.98565673828125,4639.712890625
